FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,desk,earth,fence,fountain,glass,grass,lake,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,sofa,streetlight,tree,van,wall,water,windowpane
90,51.530759,-0.095493,6.463009131,1,5.897025429,6.267798631,5.509693326,4.797260173,0,0,0,0,0,0.539527,0,0.073391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204789,0,0.093652,0.000875,0.074867,0,0,0.002738,0,0.009613,0,0,0
91,51.53024,-0.095194,6.141619436,1,6.319847398,5.634869887,5.636857918,5.17098725,0,0,0,0,0,0.507246,0,0.085105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224797,0,0.083023,0.002906,0.094648,0,0,0,0,0,0,0,0
92,51.529676,-0.095084,7.414342863,1,5.373217995,4.806828097,5.614111992,5.540005543,0,0,0,0,0,0.356434,0,0.013117,0,0,0,0,0.003016,0.001094,0,0,0,0,0,0.006004,0,0.003023,0,0,0,0.331406,0,0.03977,0,0.17166,0,0,0,0.057352,0.004871,0.012234,0,0
93,51.542719,-0.106623,6.138734038,1,3.883052936,3.61980487,5.202094672,5.1923587,0,0,0,0,0,0.218699,0,0.027043,0,0,0,0,0,0.022074,0,0,0,0,0,0,0,0.001414,0,0.00123,0,0.367176,0,0.031184,0.000418,0.268055,0,0,0.000168,0.059691,0,0.002719,0,0
94,51.542801,-0.106028,6.224023741,1,4.86591732,4.794424632,5.443431963,5.175582159,0,0,0,0,0,0.24232,0,0.005648,0,0,0,0,0,0.006191,0,0,4.00E-06,0,0,0,0,0,0,0.149012,0.0005,0.197273,0,0.115727,0.002914,0.206707,0,0,7.00E-05,0.053086,0.001141,0.019406,0,0
95,51.539499,-0.10244,5.231048714,1,5.550468373,5.121195991,5.668229775,5.811291811,0,0,0,0,0,0.436859,0,0.002488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003242,0,0,0,0.303734,0,0.092363,0.000973,0.154211,0,0,0,0.003551,0,0,0,0
96,51.539459,-0.101843,6.2560025,1,6.269445711,5.731853579,5.69203828,5.1784542,0,0,0,0,0,0.507484,0,0.052586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129,0,0,0,0.197793,0,0.074039,0,0.118422,0,0,0.007266,0.005664,0,0,0,0
97,51.539266,-0.101276,7.389229823,1,5.618308593,4.855819339,5.671102653,5.438201659,0,0,0,0,0,0.407781,0,0.125273,0,0,0,0,0,0.001156,0,0,0,0,0,0,0,0.000379,0,0,0.000527,0.232434,0,0.028145,0,0.156914,0,0,3.50E-05,0.035289,0.004672,0,0,0
98,51.539071,-0.100709,6.76342945,1,7.015579326,6.147346201,5.478477253,5.933870659,0,0,0,0,0,0.419625,0,0,0,0,0,0,0,0.003312,0,0,0.001324,0,0,0,0,0,0,0,0,0.297449,0,0.087887,0,0.102457,0,0,0,0.078082,0,0,0,0
99,51.538934,-0.100125,7.857801183,1,5.634220282,5.477854623,5.717872983,5.601329805,0,0,0,0,0,0.402113,0,0.151555,0,0,0,0,0,0.019297,0,0,0.000102,0,0,0,0,0,0,0,0.004781,0.224156,0,0.022602,0,0.099668,0,0,0,0.063227,0,0,0,0
100,51.538808,-0.099538,7.462750998,1,6.368142013,5.077928864,5.80262244,5.700617614,0,0,0,0,0,0.308383,0,0.150715,0,0,0,0,0,0.011691,0,0,0.005711,0,0,0,0,0,0,0,0,0.218418,0,0.000379,0,0.16718,0,0,0,0.102352,0,0.028945,0,0
101,51.538672,-0.098954,4.671651448,1,4.673343761,3.960135219,5.430609519,5.054082858,0,0,0,0,0,0.33873,0,0.00332,0,0,0,0,0,0.003059,0,0,0,0,0,0,0,0,0,0,0,0.314512,0,0.07702,0.023316,0.217832,0,0,0,0.002102,0,0.001836,0,0
102,51.537456,-0.100385,5.311034061,1,4.28270996,3.916322954,5.600824591,4.996034147,0,0,0,0,0,0.315859,0,0.004918,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0.000199,0,0,0,0.314086,0,0.110371,0,0.245301,0,0,0,0.008516,0,0,0,0
103,51.537259,-0.099819,7.650171419,1,6.432348014,4.659893839,5.861113487,5.678430009,0,0,0,0,0,0.271359,0,0.276855,0,0,0,0,0,0.001422,0,0,0.016535,0,0,0,0,0.000773,0,4.30E-05,0.003465,0.13743,0,0.001434,0.009262,0.150461,0,0,0,0.114508,0,0.016453,0,0
104,51.537082,-0.099246,6.68229803,1,5.802256431,4.54974542,5.514648064,5.238932228,0,0,0,0,0,0.436871,0,0.13677,0,0,0,0,0,0.004215,0,0,0,0,0,0,0,0,0,0.001078,0.005883,0.239668,0,0.018508,0,0.142625,0,0,0,0.000746,0,0,0,0
105,51.536901,-0.098673,6.862009691,1,5.823425273,4.723695104,5.620824094,5.143001965,0,0,0,0,0,0.438574,0,0.156105,0,0,0,0,0,0.000902,0,0,0,0,0,0,0,0,0,0,0,0.235414,0,0.004711,0,0.150871,0,0,0,0.003234,0.009145,0,0,0
106,51.536714,-0.098103,4.642636825,1,4.444624691,3.202357374,5.606960322,5.227644887,0,0,0,0,0,0.342969,0,0.018707,0,0,0,0,0.005523,0.04143,0,0,0.003133,0,0,0,0,0.001891,0,0.000453,0,0.266559,0,0.110848,0,0.197555,0,0,0.000641,0,0,0.010066,0,0
107,51.536522,-0.097535,6.956052072,1,5.450738715,3.783724013,5.758332287,4.866387307,0,0,0,0,0,0.392555,0,0.127824,0,0,0,0,0,0.008875,0,0,0.00018,0,0,0,0,0,0,0.007738,0.001617,0.263305,0,0.009371,0.001328,0.178094,0,0,0.00016,0.004969,0,0,0,0
108,51.536325,-0.096968,6.245783379,1,4.508143584,3.711171562,5.498609403,5.304676873,0,0,0,0,0,0.293926,0,0.002922,0,0,0,0,0,0.033223,0,0,0.001348,0,0,0,0,0.000789,0,0.002648,0,0.291902,0,0.101934,0.000617,0.214969,0,0,0.000305,0.042914,0,0.012504,0,0
109,51.50631,-0.113894,5.138197522,1,3.861539624,3.473907842,5.236198962,4.88197099,0,0,0,0,0,0.240922,0,0.002484,0,0,0,0,0,0.030043,0,0,0.009883,0,0,0,0,0.008668,0,0.001453,0,0.312188,0,0.066574,0,0.270895,0,0,0,0.027555,0,0.022062,0,0
110,51.506439,-0.113308,4.688330818,1,5.006453687,3.965123219,5.431133144,5.098386774,0,0,0,0,0,0.36316,0,0.012066,0,0,0,0,0,0.004586,0,0,0,0,0,0,0,0.000488,0,0.006609,0,0.305109,0,0.066367,0.00073,0.225078,0,0,0.000191,0.001945,0,0.013645,0,0
111,51.51416,-0.104387,6.189575064,1,5.616241114,5.526170956,5.569888375,5.664580689,0,0,0,0,0,0.423141,0,0.009426,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0,0.009727,0,0,0,0.387301,0,0.031934,2.70E-05,0.13693,0,0,0,0.001172,0,0,0,0
112,51.513571,-0.10428,6.174453116,1,5.947519998,5.914261697,5.474929877,5.447449979,0,0,0,0,0,0.424453,0,0.050391,0,0,0,0,0,0.000598,0,0,0,0,0,0.004051,0,0.002449,0,0,0,0.324309,0,0.06075,0.015953,0.115102,0,0,0,0,0.00052,0.001164,0,0
113,51.513486,-0.099953,5.997864566,1,5.321444065,4.822630955,5.53588948,5.388737773,0.001586,0,0,0,0,0.355664,0,0.002719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006754,0,0,0,0.343949,0,0.069754,0,0.193945,0,0,0,0.022562,0,0,0,0
114,51.513758,-0.100485,6.195295373,1,5.080326548,4.661164971,5.661118536,5.655188093,0,0,0,0,0,0.284277,0,0.005961,0,0,0,0,0,0,0,0,0,0,0,2.30E-05,0,0.015504,0,0,0,0.276566,0,0.161012,0.000801,0.181809,0,0,0,0.058027,0,0,0,0
115,51.513788,-0.101084,6.23999395,1,6.088435186,6.129940878,5.497753847,5.599871117,0,0.005426,0,0,0,0.456516,0,0.00102,0,0,0,0,0,0.004836,0,0,0,0,0,0,0,0.000625,0,0.004715,7.80E-05,0.302781,0,0.078094,0.002309,0.087641,0,0,0,0,0.000938,0.004562,0,0
116,51.513856,-0.10168,6.468739378,1,4.712490233,5.619212071,5.660213278,5.490136897,0,0,0,0,0,0.365969,0,0.001215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011785,0,0,0,0.211016,0,0.077375,0.011,0.082551,0,0,0,0,0,0,0,0
117,51.513943,-0.102273,6.223604191,1,6.319813939,5.505445401,5.544417766,5.735170265,0,0,0,0,0,0.460172,0,0.002801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007078,0,0,0,0.249305,0,0.088117,0.004887,0.078145,0,0,0,0,0,0,0,0
118,51.51092,-0.113527,4.994893108,1,4.409853017,4.295765781,4.982551121,5.178026819,0,0,0.004723,0,0,0.102605,0,0.000688,0,0,0,0,7.00E-05,0.001414,0,0,0,0,0,0,0,0.001656,0,0,0,0.37318,0,0.053523,0.001281,0.331949,0,0,0,0.113707,0,0.003129,0,0
119,51.512245,-0.122123,5.325353098,1,4.759325641,5.185815427,4.834877851,3.344892625,0,0,0,0,0,0.128895,0,3.10E-05,0.10843,0,0.016469,0,0,0,0,0,0,0,0,0.001227,0,0.020848,0,0,0,0.10191,0,0.165125,0,0.061703,0,0,0,0,0,0.278453,0,0.040016
120,51.512484,-0.121573,6.085014748,1,6.19077998,5.220731437,5.658590714,5.313065814,0,0,0,0,0,0.448629,0,0.111285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001527,0,0,0,0.23416,0,0.039062,0,0.113379,0,0,0.003801,0.024398,0.00409,0.019668,0,0
121,51.517622,-0.120395,6.206751729,1,5.914704992,5.463128393,5.545870851,5.418712341,0,0,0.004445,0,0,0.432852,0,0.009613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000762,0,0,0,0.268953,0,0.027977,0,0.071336,0,0,0,0,0,0,0,0
122,51.538702,-0.105348,7.176825457,1,6.045663814,6.33795875,6.142668507,5.315121213,0,0,0,0,0.000312,0.27625,0,0.028367,0,0,0,0,0,0.03377,0,0,0.002832,0,0,0,0,0,0,0.025551,0,0.314547,0,0.055199,0,0.074746,0,0,0,0.188391,0,0,0,0
123,51.540357,-0.109284,4.651017937,1,4.22429994,3.385593155,4.825774072,6.044978628,0,0,0,0,0,0.154617,0,0.023594,0,0,0,0,0,0.003676,0,0,0,0,0,0,0,0,0,0,0,0.408742,0,0.026039,0.00109,0.342031,0,0,0,0.034266,0.005691,0,0,0
124,51.540405,-0.108686,7.546750047,1,6.715116162,6.219337367,5.698844248,5.424686657,0,0,0,0,0,0.315117,0,0.123344,0,0,0,0,0,0.025953,0,0,0,0,0,0,0,0,0,0,0.00343,0.240844,0,0.030047,0,0.116055,0,0,0,0.142215,0.000574,0,0,0
125,51.54045,-0.108088,7.438527478,1,5.414844882,5.299972975,5.613584636,4.975857219,0,0,0,0,0,0.377926,0,0.10109,0,0,0,0,0,0.056539,0,0,0,0,0,0,0,0.001824,0,0,0,0.231242,0,0.044887,0,0.138414,0,0,0,0.04807,0,8.00E-06,0,0
126,51.540494,-0.10749,7.252211591,1,5.51147485,4.958231252,5.980641847,5.897724613,0,0,0,0,0,0.189035,0,0.003879,0,0,0,0,0,0.002145,0,0,0.007699,0,0,0,0,0,0,0.002785,0.033465,0.217984,0,0.113914,8.60E-05,0.194781,0,0,0,0.16698,0,0.067246,0,0
127,51.543413,-0.100337,8.369467572,1,6.349512836,5.886336767,5.958496057,5.833204071,0,0,0.00218,0,0,0.032531,0,0.005309,0,0,0,0,5.10E-05,0,0,0,4.30E-05,0,0,0,0,0.00832,0,0.018875,0,0.299969,0,0.072621,0.00859,0.146043,0,0,0.000129,0.380102,0,0.024887,0,0
128,51.543532,-0.099749,8.427546646,1,5.562716384,5.390920324,6.090124869,5.765091187,0,0,0,0,0,0.244738,0,0.133367,0,0,0,0,0,0.029684,0,0,0,0,0,0,0,0,0,0.007781,0.004082,0.205527,0,0.04618,0.000359,0.15166,0,0,0,0.171477,0,0.005145,0,0
129,51.529869,-0.102628,6.188784622,1,6.265773204,5.593613979,5.559997362,5.255518983,0,0,0,0,0,0.50273,0,0.000949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166,0,0,0,0.288867,0,0.106238,0,0.092551,0,0,0,0.007004,0,0,0,0
130,51.530208,-0.103123,5.751753282,1,6.287568467,5.01383912,5.610328654,5.347664201,0,0,0.00232,0,0,0.488219,0,0.001598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000449,0,0,0,0.253797,0,0.140398,0.005711,0.106609,0,0,0,7.80E-05,0,0,0,0
131,51.530543,-0.103621,6.085946774,1,5.999543902,4.857831008,5.571407944,5.78489051,0,0,0.011602,0,0,0.428176,0,0.013578,0,0,0,0,0,0,0,0,0,0,0,0.049594,0,0.000125,0,0,0,0.195375,0,0.134074,0,0.103562,0,0,0,0.041676,0,0.021566,0,0
132,51.530871,-0.104123,5.636741508,1,5.314861849,4.995422398,5.473735806,5.808387724,0,0,0,0,0,0.183379,0,0.011375,0,0,0,0,0,0.014148,0,0,0,0,0,0,0,0.020133,0,0,0,0.305129,0,0.035484,0.01359,0.224492,0,0,0,0.071637,0.004574,0.116059,0,0
133,51.536389,-0.104152,6.060029316,1,5.814192977,5.595721204,4.900388107,4.212951539,0,0,0,0,0,0.767395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108855,0,0.034609,0,0.089141,0,0,0,0,0,0,0,0
134,51.536462,-0.104748,4.286392166,1,5.659449083,5.726798671,5.659425761,5.03244653,0,0,0,0,0,0.510195,0,0.001793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266414,0,0.033969,0,0.173504,0,0,0.001879,0.003477,0,0.007801,0,0
135,51.536642,-0.101436,5.520954662,1,6.28000808,5.193168147,5.714655122,5.358699884,0,0,0,0,0,0.483262,0,0.038801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266625,0,0.07341,0.00218,0.135449,0,0,0.000273,0,0,0,0,0
136,51.53627,-0.101277,5.906690929,1,6.330893031,6.012157687,5.353467872,4.214687984,0,0,0,0,0,0.61925,0,0.067727,0,0,0,0,0,0.021629,0,0,0.002188,0,0,0,0,0,0,0,0.000434,0.15818,0,0.03143,0,0.099164,0,0,0,0,0,0,0,0
137,51.535803,-0.101507,5.303214131,1,4.984707022,5.394407028,5.365849138,6.016724519,0,0,0,0,0,0.173121,0,0.075672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245922,0,0.06975,0.00025,0.299438,0,0,0.004055,0.087141,0,0.044516,0,0
138,51.53526,-0.101691,5.798888236,1,5.63862362,5.591565508,5.670936664,5.744279722,0,0,0.000246,0,0,0.359551,0,0.039699,0,0,0,0,0.000801,0.001707,0,0,0.034559,0,0,0,0,1.20E-05,0,0.02191,0.002223,0.204441,0,0.11352,0,0.159414,0,0,0,0.060516,0,0.000312,0,0
139,51.534786,-0.102059,6.375549424,1,5.764274439,4.328869384,5.663870324,5.529921298,0,0,0,0,0,0.373602,0,0.004473,0,0,0,0,0,0.032211,0,0,0.001965,0,0,0,0,0,0,0,0,0.143645,0,0.056496,0,0.195777,0,0,0.000184,0.026848,0.164801,0,0,0
140,51.540825,-0.113519,5.238543944,1,4.500608137,3.753505161,5.388129368,5.011025764,0.000391,0,0,0,0,0.258016,0,0.003824,0,0,0,0,0,0.002988,0,0,0,0,0,0,0,0,0,0.046855,0.001934,0.330223,0,0.059887,0.002402,0.249465,0,0,0.00518,0.021746,0.000715,0.01093,0,0
141,51.540812,-0.112919,4.929535785,1,4.159588937,4.029354103,5.481790503,4.915466598,0.002227,0,0,0,0,0.268289,0,0.012559,0,0,0,0,0,0.019105,0,0,1.60E-05,0,0,0,0,0,0,0.002266,0,0.28441,0,0.074262,0,0.262277,0,0,0.00048,0.055695,0,0.016191,0,0
142,51.540799,-0.112319,6.085809337,1,5.755155625,5.407764494,5.806614385,6.488090778,0,0,0,0,0,0.123844,0,0.200078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027957,0,0.145801,0,0.001531,0,0.289645,0,0,3.90E-05,0.172059,0,0.039047,0,0
143,51.540785,-0.11172,7.24528215,1,5.081665795,4.774335326,5.639053463,5.621369155,0,0,0,0,0,0.22884,0,0.129227,0,0,0,0,0,0.021746,0,0,0.003406,0,0,0,0,0,0,0.003043,0.00816,0.248941,0,0.014289,0,0.245074,0,0,0,0.087176,0,0.000367,0,0
144,51.540835,-0.111122,6.156147485,1,5.402890079,5.573396557,5.56139633,5.945307927,0,0,0,0,0,0.191809,0,0.197402,0,0,0,0,0.005484,0.022996,0,0,0,0,0,0,0,0,0,0.006113,0,0.178895,0,0.016223,0.000324,0.23568,0,0,0,0.090281,0,0.054633,0,0
145,51.540904,-0.110526,6.768789953,1,5.400767164,5.236714106,5.634482937,5.730552606,0,0,0,0,0,0.381445,0,0.099105,0,0,0,0,0,0.002102,0,0,0.019945,0,0,0,0,0,0,0.007785,0,0.214664,0,0.057301,0,0.161246,0,0,0,0.049266,0.002746,0.004188,0,0
146,51.540974,-0.109931,6.928222926,1,5.885403669,5.181368339,5.808925287,5.442133391,0,0,0,0,0,0.23125,0,0.006598,0,0,0,0,0.018434,0.096348,0,0,0,0,0,0,0,0,0,0,0,0.240551,0,0.102289,0,0.160117,0,0,0,0.134285,0,0.008324,0,0
147,51.541048,-0.109335,5.400104979,1,4.239282359,4.010565365,5.370926912,5.046703633,0,0,0,0,0,0.240844,0,0.007465,0,0,0,0,0,0.031875,0,0,0.048699,0,0,0,0,0.00018,0,0.020629,0,0.253566,0,0.091297,0,0.25941,0,0,0,0.045684,0,0,0,0
148,51.541121,-0.10874,3.974817392,1,5.239925208,3.537622658,5.539265741,5.484557838,0,0,0,0,0,0.39093,0,0.004273,0,0,0,0,0.012688,1.20E-05,0,0,0.001309,0,0,0,0,0.001082,0,0.008832,0,0.239293,0,0.107074,0.001543,0.209117,0,0,0.001602,0.019055,0.001188,0,0,0
149,51.5412,-0.108145,7.631208474,1,6.41489459,5.436947678,5.877095841,5.253931493,0,0,0,0,0,0.352895,0,0.074055,0,0,0,0,0,0,0,0,0.000852,0,0,0,0,0,0,0.023531,0,0.288598,0,0.011566,0,0.139047,0,0,0.000133,0.100973,0.003109,0,0,0
150,51.541281,-0.10755,4.350422774,1,5.49487735,3.708301296,5.681505883,5.336342419,0,0,0.003539,0,0,0.374594,0,0.016805,0,0,0,0,0.009277,0,0,0,0.005504,0,0,0,0,0,0,0.01734,0,0.251465,0,0.087758,0.000211,0.205254,0,0,0.005773,0.021207,0,0,0,0
151,51.54136,-0.106956,5.945718672,1,5.365488258,4.289175251,5.598436123,5.405763597,0,0,0,0,0,0.442457,0,0.115973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002859,0,0.205086,0,0.045512,0,0.187352,0,0,0.000656,0.000105,0,0,0,0
152,51.541443,-0.106361,6.216259455,1,4.996777325,4.278377319,5.658074272,5.60685001,0,0,0,0,0,0.39673,0,0.0665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226246,0,0.071633,0.001766,0.190574,0,0,0.001312,0.038566,0,0.004996,0,0
153,51.542224,-0.11727,4.535520989,1,3.886223966,3.67028386,4.88969214,5.901171894,0,0,0,0,0,0.167426,0,0.016723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266,0,0,0,0.374734,0,0.075281,0.000188,0.344695,0,0,0.001727,0.016754,0,0,0,0
154,51.542339,-0.116681,7.067739125,1,6.374468641,5.371377969,5.842151423,5.429988257,0.000836,0,0,0,0,0.393395,0,0.119555,0,0,0,0,0,0.000375,0,0,0,0,0,0,0,0,0,0.002355,0,0.205121,0,0.06134,0,0.133359,0,0,0,0.081145,0,0,0,0
155,51.543132,-0.113409,5.595274814,1,4.711530322,4.754246902,5.663098782,5.503017195,0,0,0.001176,0,0,0.375848,0,0.000891,0,0,0,0,0,0.041484,0,0,0,0,0,0,0,0.000793,0,5.90E-05,0,0.280441,0,0.121277,0,0.150816,0,0,0.001715,0.024695,0,0,0,0
156,51.535484,-0.109486,6.534929391,1,5.967009878,4.326456317,5.653544372,5.486315701,0.011879,0,0,0,0,0.284465,0,0.00702,0,0,0,0,0.000418,0.019457,0,0,0,0,0,0,0,0,0,0.014445,0,0.318355,0,0.053105,0.006355,0.181039,0,0,0.001949,0.093082,0,0.005988,0,0
157,51.535585,-0.108894,6.931065386,1,6.795698414,6.097852399,5.640454483,5.603077239,0,0,0,0,0,0.482855,0,0.054543,0,0,0,0,0,0.011891,0,0,0.000312,0,0,0,0,0,0,0,0,0.243598,0,0.054688,0,0.09041,0,0,0,0.057445,0,0,0,0
158,51.535677,-0.108302,5.621139353,1,5.958085753,4.794333133,5.636817332,5.395752511,0,0,0,0,0,0.471352,0,0.054586,0,0,0,0,0.000133,0.040477,0,0,0,0,0,0,0,0,0,0,0,0.198676,0,0.104184,0,0.119883,0,0,0.000156,0.010555,0,0,0,0
159,51.535763,-0.107708,3.851976221,1,5.555128267,4.558121842,5.552373383,5.708741311,0,0,0,0,0,0.440637,0,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0.001574,0,0,0,0,0.201246,0,0.134496,3.10E-05,0.187184,0,0,0.002652,0.000812,0,0.027395,0,0
160,51.536942,-0.122408,7.08219446,1,6.113593949,4.355365423,5.894163007,5.866913566,0,0,0,0,0,0.240723,0,0.03591,0,0,0,0,0,0,0,0,0.012641,0,0,0,0,0,0,0.013789,0,0.321707,0,0.054641,0.004211,0.131438,0,0,3.50E-05,0.106402,0,0,0,0
161,51.536946,-0.121808,4.157892116,1,3.591341098,4.407436975,5.121768168,4.837634856,0,0,0,0,0,0.227238,0,0.027992,0,0,0,0,0,0.02007,0,0,0,0,0,0,0,0,0,0,0,0.270402,0,0.124098,0.001516,0.323531,0,0,0.000801,0.001492,0,0.00277,0,0
162,51.536949,-0.121208,4.846595875,1,4.326919546,4.53265436,4.890300839,5.402423908,0,0,0,0,0,0.150203,0,0.02093,0,0,0,0,0,0.039191,0,0,0,0,0,0,0,0.0045,0,0.011207,0,0.275457,0,0.10557,0.000727,0.325555,0,0,0.001348,0.037305,0,0.017262,0,0
163,51.536948,-0.120608,6.845185814,1,5.513210691,4.138423272,5.750354969,5.875809526,0.000434,0,0,0,0,0.26043,0,0.014332,0,0,0,0,0,0.017836,0,0,0.000539,0,0,0,0,0,0,0,0.007977,0.322141,0,0.085824,0.001805,0.186348,0,0,0,0.100438,0,0.000938,0,0
164,51.536944,-0.120008,6.23251905,1,5.225935268,5.032138193,5.634622979,5.300406871,0,0,0,0,0,0.348562,0,0.071168,0,0,0,0,0,0.037637,0,0,0,0,0,0,0,0,0,0,0,0.252863,0,0.072855,0,0.150559,0,0,0,0.066355,0,0,0,0
165,51.536939,-0.119408,5.285625053,1,3.386160418,4.635385282,5.730090365,5.045969065,0,0,0,0,0,0.275695,0,0.163059,0,0,0,0,7.00E-05,0.005367,0,0,0.000898,0,0,0,0,0,0,0.00477,0,0.221629,0,0.02682,0.001383,0.271125,0,0,0,0.021359,0,0.007824,0,0
166,51.536934,-0.118808,6.155745971,1,4.943374897,4.955979482,5.807945171,5.86612918,0.003773,0,0,0,0,0.170566,0,0.005746,0,0,0,0,0,0.025578,0,0,0.002043,0,0,0,0,0,0,0,0,0.284609,0,0.117477,0,0.252469,0,0,4.00E-06,0.136535,0,0.001055,0,0
167,51.536939,-0.118208,7.898216121,1,6.434777961,5.224471616,5.679920601,5.594003339,0,0,0,0,0,0.311367,0,0.161766,0,0,0,0,0,0.022625,0,0,0,0,0,0,0,0,0,0.000328,0,0.17152,0,0.051086,0,0.191488,0,0,0,0.08982,0,0,0,0
168,51.536946,-0.117608,4.715675522,1,5.574259552,4.355382194,5.591510433,5.848322845,0.002215,0,0,0,0,0.409633,0,0.006371,0,0,0,0,0,7.80E-05,0,0,0,0,0,0,0,0.002008,0,0,0,0.261238,0,0.109977,0.001531,0.158254,0,0,0,0.031738,0,0,0,0
169,51.536954,-0.117008,7.060866125,1,6.080417468,4.576985408,5.934312057,6.081322844,0,0,0,0,0,0.242996,0,0.113297,0,0,0,0,0,0.000273,0,0,0.007648,0,0,0,0,0,0,0,0,0.258031,0,0.038023,0,0.174109,0,0,0,0.132195,0.015477,0.00075,0,0
170,51.535835,-0.102743,6.657654294,1,7.515971806,5.795058355,5.566922696,5.532844735,0,0,0,0,0,0.417273,0,0.00477,0,0,0,0,0.005711,0.00491,0,0,0,0,0,0,0,0.04482,0,0,0,0.026461,0,0.293785,0.002594,0.079168,0,0,0,0.071602,0,0,0,0.001816
171,51.53548,-0.103227,6.12640672,1,6.915426091,5.833672389,5.513403854,5.298811562,0,0,0,0,0,0.397043,0,0,0,0,0,0,0,0.033867,0,0,0,0,0,0,0,0.000312,0,0.204809,0.002238,0,0,0.260668,0,0.048395,0,0,0.006137,0.0405,0,0,0,0
172,51.535065,-0.103654,5.831539716,1,6.456948999,6.374672468,5.537850181,5.211243444,0,0,0,0,0,0.493328,0,0,0,0.013605,0.001039,0,0,0,0,0,0,0,0,0,0,0.016465,0,0,0,0.116699,0,0.192809,0.019406,0.135727,0,0,0,0,0,0,0,0
173,51.534628,-0.104066,6.308541293,1,5.921824183,5.655600363,5.630096592,5.683180264,0,0,0,0,0,0.397785,0,0.000285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695,0,0.05243,0,0.371281,0,0.044617,0.0335,0.090152,0,0,0,0.003445,0,0.004582,0,0
174,51.532754,-0.106143,5.562601631,1,5.673350387,5.178465136,5.716657896,5.492723417,0,0,0.02541,0,0,0.418777,0,0.001922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003934,0,0,0,0.328488,0,0.046855,0,0.128875,0,0,0.002359,0,0,0,0,0
175,51.537743,-0.102716,4.894693944,1,5.356006714,5.001611503,5.57696011,5.432128429,0,0,0.007773,0,0,0.408117,0,0.004242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223,0,0,0,0.318266,0,0.071008,0.011543,0.17682,0,0,0,0,0,0,0,0
176,51.537599,-0.102134,5.182344075,1,6.485206819,4.831424001,5.706401276,5.561647076,0,0,0,0,0,0.471145,0,0.042949,0,0,0,0,0,0.00723,0,0,0,0,0,0,0,0.010375,0,0.020941,0.034184,0.162398,0,0.101242,0.011016,0.136824,0,0,0,0,0,0.001695,0,0
177,51.537449,-0.101553,6.507514469,1,6.390596892,5.340462655,5.634138485,4.888971121,0,0,0,0,0,0.499957,0,0.070762,0,0,0,0,0,0.118023,0,0,0,0,0,0,0,0,0,0,0,0.149211,0,0.055785,0,0.106262,0,0,0,0,0,0,0,0
178,51.537246,-0.100989,5.721772798,1,4.80077337,5.741407149,5.261821724,5.310713251,0,0,0,0,0,0.230078,0,0.030777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009457,0,0,0,0.177617,0,0.176371,0.00743,0.2715,0,0,0.000211,0.074609,0,0.013926,0,0
179,51.533317,-0.093564,6.020246059,1,4.777143539,4.032074407,5.555876824,5.645422694,0,0,0,0,0,0.328438,0,0.002766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251324,0,0.00516,0.151453,0.175273,0,0,0,0.026949,0,0.058637,0,0
180,51.533547,-0.09301,7.637980281,1,6.559966311,6.064782032,6.399863994,5.106013644,0.005816,0,0,0,0,0.261289,0,0.052258,0,0,0,0,0,0.043605,0,0,0.001109,0,0,0,0,0,0,0.01982,0.004199,0.000824,0,0.274668,2.70E-05,0.027391,0,0,0,0.302719,0,0.004105,0,0
