FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,wall,ceiling,windowpane,person,column,signboard,building,sky,road,sidewalk,car,awning,van,bulletin board,fence,ashcan,streetlight,tree,grass,earth,mountain,plant,bicycle,railing,bridge,skyscraper,minibike,water,chair,lamp,pier,sculpture,desk,fountain,glass,booth,sofa,lake,ct_person,ct_car,ct_truck,ct_bus,ct_traffic light,ct_bench,ct_motorcycle,ct_bicycle,ct_chair,ct_boat,ct_dining table,ct_couch,ct_parking meter
78,40.703247,-74.011978,4.434445532,1,6.181550446,6.235648792,5.802585091,5.932324017,0,0,0,0.031676,0,0.007758,0.474027,0,0.299867,0,0.007867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
79,40.703247,-74.01236,6.052688936,1,6.814946505,6.072340456,5.831336979,4.598214286,0.003559,0,0,0.010801,0,1.20E-05,0.563273,0.00702,0.208414,0.069516,0.134613,0,0,0,0.001164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
80,40.703255,-74.015472,0,1,4.220366185,2.789726093,2.870019476,1.730719462,0.40925,0.310465,0,0,0,0,0,0,0.000336,0,0.053012,0,0,0,0.001707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,40.703423,-74.016487,2.941843,2,2.684720217,2.68512641,2.884059583,3.537784679,0.286965,0,0,0,0,2.70E-05,0,0.545082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,40.703449,-74.016083,3.243705106,1,4.348747968,3.811695301,4.972072737,5.536361284,0,0,0,0,0,0.000227,0.078332,0.271109,0.459543,0.003801,0,0,0,0,0,0,0.000547,0.14934,0.018906,0.015863,0,0,0,0,0,0.001828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,40.703499,-74.006844,5.337238723,1,3.987676955,3.854444738,4.517160138,4.446169772,0.013488,0,0,0,0,0.005328,0.253449,0.25873,0.395938,0.001414,0.009594,0,0,0,0.003824,0,0.000664,0.000867,0,0.002324,0,8.00E-06,0,0.020762,0.001043,0,0,0.014918,0,0,0.002605,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
84,40.70351,-74.00721,4.339058723,1,4.29417993,4.394199442,5.055823596,4.106495859,0.088754,0,0,0,0,0.005297,0.285375,0.256691,0.283043,0.000559,0.003094,0,0,0,0.003227,0,0.000113,0,0,0,0,0,0,0.003742,0,0.057109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
85,40.70351,-74.006142,4.559264894,1,3.89546662,4.374045315,4.89264117,4.446169772,0.017711,0,0,0,0,0,0.26541,0.254918,0.389414,0.002742,0.000387,0,0,0,0.001598,0,0,0.000961,0,0.001062,0,0.001594,0,0.009508,0,0,0,0.002449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,40.703548,-74.007988,6.975769787,1,6.936642636,6.815838432,6.335097141,5.268504141,0.00416,0,0,0,0,0,0.445941,0,0.105777,0.03323,0.137031,0,0.112121,0,0.002105,0,0,0.159633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
87,40.703552,-74.008377,5.686650426,1,6.563624053,6.102067619,5.367301629,5.3125,1.60E-05,0,0,0.003203,0,0,0.652438,0,0.202391,0.120191,0.000176,0,0,0,0,0.000254,0,0,0.018742,0.000859,0,0.001508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,40.703556,-74.009132,5.671324681,1,6.064390668,6.102329988,5.790814937,5.826863354,0,0,0,0.005223,0,0.000129,0.478242,0.023605,0.350719,0.033547,0.035141,0,0.013062,0,0.01141,0,0,0.048914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
89,40.703564,-74.009514,5.561141064,1,5.855386075,6.102946716,5.958645409,5.157867495,0,0,0,0.024617,0,0,0.519574,0.029797,0.343188,0.055137,0.006363,0,0,0,0.000957,0.000281,0,0.013398,0,0,0,0.002922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0
90,40.703571,-74.015259,0,1,5.323262961,5.428000179,6.526888426,5.899327122,0.082383,0,0,0.02718,0,0,0.129762,0.127719,0.207582,0.092574,0.001445,0,0,0,0.000422,0,0,0.221961,0.090758,0.00052,0,9.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
91,40.703575,-74.010269,6.630763617,1,6.878240343,5.88413413,5.659114347,4.800724638,0,0,0,0,0,0.011902,0.521973,0,0.157652,0.034637,0.011074,0.054191,0.01334,0,0,0,1.20E-05,0,4.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,40.703575,-74.014854,8.184979149,1,6.697484861,5.325632052,4.90328355,6.133540373,0,0,0,4.30E-05,0,0.001715,0.280824,0.112387,0.308414,0.005027,0.003578,0,0,0,0.021684,0,0.000121,0.178551,0.084957,0.002488,0,0.000211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,40.703575,-74.010643,6.558265745,1,6.804110759,6.271485658,5.583266347,4.520574534,0,0,0,0,0,0.001797,0.570695,0.008086,0.152742,0.074703,0.12675,0.046961,0,0,0,0,0.001875,0,0,0,0,0.00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
94,40.703579,-74.014076,6.191101489,1,6.330404448,6.109569402,5.527003362,4.890010352,0.021273,0,0,0.006617,0,0,0.608461,0.02,0.19866,0.124527,0.014562,0,0.002113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
95,40.703579,-74.013695,6.933100213,1,6.519127618,5.928942291,6.078194384,4.996765011,0.083828,0,0,0.007914,0,0.009988,0.486312,0.017992,0.224387,0.155102,0.002855,0,0,0,0.011516,0,7.80E-05,0,0,0,0,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
96,40.703583,-74.011406,8.275951702,1,6.254140411,6.327176767,5.585976682,5.848214286,0,0,0,0.000383,0,0,0.478418,0.02491,0.252336,0.028137,0.156816,0,0,0,0,0.004066,0,0.054934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
97,40.703583,-74.012932,5.561726809,1,6.770943781,6.035114793,5.557603589,5.984083851,0.001742,0,0,0.000543,0,0.021277,0.596238,0.007766,0.172707,0.153777,0.033824,0,0,0,0,0,0,0,0,0,0,0,0.000617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0
98,40.703587,-74.011787,6.513354043,1,6.705955642,6.125516751,5.548109376,5.687111801,0,0,0,0.005879,0,0,0.619215,0.01777,0.176691,0.142129,0.02518,0,0,0,0,0,0.000957,0.008723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0
99,40.703587,-74.01255,4.86976383,1,6.27156702,5.68012632,5.156281626,3.593426501,0,0,0,0.00273,0,0.00375,0.747633,0.005762,0.185195,0.040246,0.013859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
100,40.703815,-74.016624,3.474049787,1,5.321542732,5.788918499,5.871686033,5.89997412,0.013156,0,0,0,0,0.001059,0.090203,0.173625,0.031883,0.012879,7.00E-05,0.000328,0,0,0.012609,0.014762,0,0.187805,0.02093,0.111672,0,0.259781,0,0.00775,0,0,0,0,0.000262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,40.703846,-74.015846,0,1,4.177787222,3.169755428,2.213054593,1.682841615,0.597043,0.219469,0,0.000707,0,0,0,0,0.025305,0,0.001496,0,0,0,5.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,40.703854,-74.006691,5.243968936,1,4.179124085,4.48075368,5.838231675,3.882634576,0.096871,0,0,0,0,0.000168,0.35643,0.25568,0.25118,0.029129,0.000477,0,0,0,0.009035,0,0,6.20E-05,0,0,0,0,0,0,0.000547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,40.703857,-74.00631,4.198590213,1,3.895395362,4.595083942,4.903263488,4.446169772,0.020984,0,0,0,0,0,0.267895,0.255719,0.381457,0.007262,0.004367,0,0,0,0.000402,0,0,0.000582,0,0.000445,0,0,0,0.010801,0,0,0,0.000625,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
104,40.703873,-74.007431,7.579725532,1,6.389514859,5.628148703,5.196633351,3.881987578,0,0,8.20E-05,0,0,0,0.697379,0,0.151211,0.006523,0,0,0,0,0.061363,0.001566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,40.703884,-74.007805,4.376261702,1,6.009954369,6.132286564,5.660596737,4.514751553,0,1.20E-05,0,0.00116,0,9.00E-05,0.550012,0.017043,0.308047,0.006602,0.113953,0,0.003051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0
106,40.703888,-74.017014,3.359839362,1,7.118316638,6.570842785,6.035893964,4.439699793,0,0,0,0.02384,0,0,0.048434,0.104645,0.255027,0.034172,0.00893,0,0,0,0.054719,0,4.00E-06,0.417039,0.035406,0.003879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
107,40.703892,-74.008568,7.63656383,1,7.017544015,5.717060604,5.963512455,4.122670807,0.206391,0.071629,0,0.084852,0.023266,0.053113,0.395301,0,0.038824,0.002047,0.000828,0,0.000578,0,0.001277,0.000145,0.000266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,40.703896,-74.01545,0,1,4.28711264,2.712430357,3.108740311,2.402950311,0.316883,0.353672,0,0,0,0,0,0,0.230828,0,0.009055,0,0,0,0.051723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,40.703899,-74.008949,5.229712128,1,7.568262413,7.592702315,6.854810456,6.16265528,0.000344,0,0,0.003145,0,0,0.209145,0,0.007102,0.10941,0.021312,0,0.001375,0,0.005047,0.004547,0.016566,0.358625,0,0.225312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
110,40.703911,-74.009705,5.344935957,1,6.39187942,6.159331632,5.884227641,5.005822982,0,0,0,0.007043,0,0.00034,0.602996,0,0.107938,0.096527,0.03034,0.07393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03159,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0
111,40.703911,-74.014664,7.081947234,1,6.81891497,6.40341542,4.894662665,4.747670808,0.000348,0,0,0.221746,0,0,0.305891,0.072801,0.009941,0.20873,0.002359,0,0,0,0.067703,0,0,0.11048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
112,40.703915,-74.010086,4.932970851,1,6.355000415,5.944797189,5.481309936,4.890010352,0,0,0,0.046586,0,0.00118,0.597184,0.021133,0.224785,0.099949,0.006023,0,0.001832,0,0,0,0,0,0,0,0,0,0.000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
113,40.703915,-74.014275,8.138453617,1,5.742148728,6.11051765,5.545822772,4.890010352,0,0,0,0.001332,0,0.001355,0.557492,0.034246,0.335445,0.050387,0.019742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
114,40.703918,-74.010841,6.872648298,1,6.889225155,5.904078712,5.93622903,4.805253623,0.004547,0,0,0.030348,0,0.0015,0.557262,0.036035,0.000805,0.213594,0.00791,0,0,0,0,0,0,0.095566,0,0,0,0.000172,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
115,40.703918,-74.013504,4.566905745,1,6.415955117,6.033216605,5.464460024,4.470108696,0,0,0,0.005641,0,0,0.568965,0.0125,0.242785,0.033414,0.129613,0,0,0,0,0,0,0.00648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0
116,40.703922,-74.011215,5.231830851,1,5.900639376,6.093924569,5.665451386,5.044642857,0,0,0,0.002305,0,0.005305,0.545926,0.015738,0.345477,0.016164,0.066133,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,1,0,0,0,0,0,0,0,0
117,40.703922,-74.013123,4.920455532,1,6.415955117,6.033216605,5.464460024,4.470108696,0,0,0,0.005641,0,0,0.568965,0.0125,0.242785,0.033414,0.129613,0,0,0,0,0,0,0.00648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0
118,40.703926,-74.011978,5.95784617,1,6.371276193,6.047023757,5.054518663,4.663561077,0,0,0,0.004059,0,0,0.572117,0.006055,0.260191,0.020246,0.133516,0,0,0,0,2.30E-05,0,0,0,0,0,0,0.000582,0,0,0,0.003211,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
119,40.703926,-74.01236,6.564112766,1,6.478764743,5.756392824,5.800758113,4.969591097,0.16982,0.124016,0,0.007305,0.00218,0.013895,0.319,0,0.279492,0.019797,0.010664,0,0,0,0.013789,0,0,0,0,0.000383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
120,40.704155,-74.016403,3.23251234,1,6.67259155,6.838218429,6.294437947,6.05331263,0,0,0,0,0,0,0.083363,0.077711,0.139484,0.168914,0,0,0,0,0.019066,0,0,0.35677,0.070141,0,0,0.084492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,40.704163,-74.016029,0,1,7.408668833,7.273988474,6.266100014,5.636645963,0,0,0,0,0,0,0.03848,0.040379,0.002766,0,0,0,0,0,0.00368,0,0.003402,0.421477,0.095598,0,0.010223,0.019871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,40.704189,-74.00573,3.899384468,1,3.896632352,3.947931227,4.653757528,4.446169772,0.020027,0,0,0,0,0.003902,0.261508,0.256145,0.391113,0.002422,0.000777,0,0,0,0.007895,0,0,0,0,0.000602,0,0,0,0.005543,0,0,0,0.00116,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
123,40.704201,-74.006119,3.658281702,1,4.003751354,4.570400104,5.703384133,4.336180124,0.072562,0,0,6.60E-05,0,0.00016,0.35102,0.254051,0.308562,0.001117,0.006832,0,0,0,4.00E-06,0,8.00E-06,0,0,0,0,0.001262,0,0,0.002719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
124,40.704201,-74.006882,6.918484681,1,5.844097294,5.842839888,5.778312888,5.932324017,0.018258,0,0,7.00E-05,0.000117,0,0.483141,0.093543,0.29532,0.000152,0.009988,0,0,0,0.004641,0,0.000781,0.048844,0,0,0,0.000152,0,0.001082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
125,40.704208,-74.007256,4.607114894,1,6.529195318,5.660161007,4.937012992,3.925983437,2.30E-05,0,0,0.007,0,0,0.676527,0,0,0.004902,0,0,0,0,0.007633,0.005012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,40.704227,-74.008011,6.476930213,1,7.114217247,6.002990951,5.997622888,4.676501035,6.20E-05,0,0,0,0.000273,0.00575,0.511645,0.021051,0.151203,0.008953,0.259559,0,0,0,8.00E-06,3.10E-05,0,0.013211,0.012055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
127,40.704231,-74.015251,0,1,4.303898542,2.837911805,3.002167921,2.402950311,0.325426,0.35316,0,0,0,0,0,0,0.25916,0,0.004953,0,0,0,0.054125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,40.704231,-74.008385,6.321808936,1,6.106432986,6.242166268,5.571369311,4.676501035,0,0,0,0.001465,0,0,0.515078,0.027133,0.318406,0.001953,0.121367,0,0,0,0,0,0,0.014598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0
129,40.704239,-74.009148,6.599741915,1,6.875980064,6.229881615,6.012204061,5.540890269,0.014242,0,0,4.00E-06,0,0.00032,0.381926,0,0.198133,0.000707,0.083082,0,0,0,0.000867,0,0,0.044262,0,0,0,0.000922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
130,40.704243,-74.014854,0,1,7.437027879,7.330198062,6.06059479,5.951733955,3.50E-05,0,0,9.40E-05,0,0,0.216215,0.034402,0.217652,0.009059,0.001766,0,0,0,0,0,0.000555,0.277641,0,0.20607,0,0.033293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,40.704247,-74.009521,6.54152617,1,6.1661207,5.953040552,5.120789924,5.432194617,0,0,0,0.006625,0,0,0.59707,0.01402,0.24693,0.054223,0.067457,0,0,0,0.005379,0,0,0.00341,0,0,0,0,0,0.001969,0,0,0.002918,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0
132,40.704254,-74.017189,3.390145957,1,6.777196542,6.613771155,5.509208768,5.727872671,0.061387,0,0,0.000113,0,0,0.108465,0.088375,0.098617,0.017371,0.002176,0,0,0,0,0,0,0.332617,0.044332,0.008715,0,0.105227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,40.704254,-74.010277,6.455558936,1,6.750328051,5.982970449,5.910912586,5.129399586,0.019891,0,0,5.90E-05,0,0,0.605219,0.005207,2.30E-05,0.048664,0,0.061059,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,40.704254,-74.014076,6.124509362,1,6.456797049,6.050707726,5.49694838,5.186982402,0.007562,0,0,0.001258,0,0.022066,0.566609,0.019172,0.231195,0.09643,0.04734,0.002766,0,0,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
135,40.704254,-74.010658,7.287275745,1,6.640745341,6.05364611,6.217125017,5.895445135,0.043762,0,0,0,0,0,0.590887,0.005562,0.00023,0.306113,0.008145,0,0.005488,0,0.000586,0,0,0.029066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
136,40.704258,-74.013695,5.61136766,1,6.755516812,6.199450711,5.614112894,4.663561077,0,0,0,0.007238,0,0,0.568191,0.007035,0.200078,0.023602,0.189648,0,0,0,0,0,0,0.00334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0
137,40.704262,-74.011414,6.705350638,1,6.797120069,6.058472774,6.240450711,5.920678054,0.004414,0.041879,0,0,0.004609,0.003609,0.449559,0.035312,0.183887,0.248559,0.01548,0,0,0,0,8.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
138,40.704262,-74.011787,6.768995957,1,6.814672092,5.859082717,6.000889942,5.032349897,0.062828,0.103691,0,0.001242,0.003109,0.003965,0.531891,0.009133,0.166797,0.041426,0.028957,0,0.00182,0,0,0,0,0,0,0,0,0,0.000227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
139,40.704262,-74.012924,6.615541702,1,6.800380327,6.166961291,5.550299396,5.44060559,0,0,0,0.00609,0,0.000508,0.57173,0,0.191594,0.157398,0.069242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0
140,40.704262,-74.01255,5.039707447,1,6.219259352,5.881616419,5.621037368,4.514751553,0,0,0,0.000176,0,0,0.545793,0,0.24916,0.014852,0.172176,0.00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0
141,40.704514,-74.005173,3.540595745,1,4.210054275,3.812542631,4.010364661,3.819875777,0.048227,0,0,0,0,0,0.247102,0.275305,0.376242,0.001281,0.000895,0,0,0,0.002926,0,0,0.04493,0,0.000184,0,0,0,0.001344,0,0,0,0.001566,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
142,40.704525,-74.016579,3.30416,1,4.618976205,3.341985767,2.622531145,2.402950311,0.436508,0.163414,0,0,0,0,0,0,0.211281,0,0.105016,0,0,0,0,0,0,0,0,0,0,0,0,0.002961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
143,40.704525,-74.005547,3.901135106,1,4.500193942,4.134022021,5.327400569,5.471014493,0.014789,0,0,0,0,0.142746,0.221148,0.157133,0.365344,0.027824,0.001277,0.000598,0,0,0.005023,0,9.00E-05,0.002402,0.002012,0.000512,0,0,0,0.011066,0.006824,0,0,0.003703,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
144,40.704536,-74.015823,0,1,7.674986867,7.436564601,6.502383452,6.686076605,0.006426,0,0,0,0,0,0.189723,0.012203,0.076336,0.276398,0.005266,0,0,0,0,0,0,0.331156,0.01932,0.000371,0,0.081168,0,0.000598,0,0,0,0,0.001035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145,40.70454,-74.006317,6.751542979,1,6.596715664,5.799636261,6.533969011,6.171066253,0,0,0,0,0,0,0.353082,0.132863,0.205223,0.019445,0.192387,0,0,0,0,0,0.004219,0.064203,0.010867,0.00098,0,0.014047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
146,40.704544,-74.006699,6.826773404,1,6.113454859,6.516776601,6.062973444,6.65307971,0.005246,0,0,0,0,0.000254,0.396543,0.056902,0.195223,0.014965,0.17509,0.000504,0,0,4.00E-06,0,0,0.086,0.021426,0.010457,0,0.037289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
147,40.704552,-74.016975,3.277547872,1,5.802488634,5.949413647,4.902857881,5.107401656,0.088309,0,0,0.002297,0,0,0.176348,0.125008,0.070758,0.16725,0.006129,0,0,0,0,0,0.000656,0.278734,0.002652,0.002711,0,0.042137,0,0,0,0.034242,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
148,40.704559,-74.007454,4.349528723,1,6.684846574,6.006071816,6.023597441,4.598214286,0,0,0,0.003758,0,0.0015,0.546645,0.020781,0.160922,0.067766,0.195422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0
149,40.704559,-74.015442,0,1,6.876495236,5.409850321,6.093328349,6.568969979,0.011043,0,0,0.000172,0,0.000719,0.247812,0.128207,0.200523,0.112801,0.022262,0,0,0,0.008414,0.000617,0.041988,0.108875,0.066016,0.026207,0,0.02416,0,0,0,4.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
150,40.704567,-74.007828,4.677369574,1,6.717869755,5.606974186,4.167685226,3.613483437,0.353441,0,0,0.001879,0,0,0.291922,0,0,0.010918,0,0,0,0,0.02391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,40.704571,-74.008583,5.931887447,1,6.109037956,6.316298287,5.805091586,5.455486543,0,0,0,0.001723,0,0.000844,0.461422,0.028641,0.282043,0.005773,0.154539,0,0,0,0,0,0,0.06409,0,0,0,0,0,0,0,0.000926,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
152,40.704575,-74.008957,6.589954468,1,6.685692795,6.068877608,6.125758357,5.920031056,0.001895,0,0,0.005609,0,0,0.494898,0.005637,0.234305,0.006844,0.061215,0,0.00927,0,0.001449,0,0,0.094168,0,0,0,0.007531,0.075926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0
153,40.704578,-74.014656,7.076384681,1,6.087601113,6.143611811,5.806791046,4.661620083,0,0,0,0.000379,0,0.001223,0.467023,0.018211,0.325215,0.020531,0.101832,0.000238,0,0,0,0,0.006918,0.007957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0
154,40.704586,-74.009712,6.152928511,1,6.654709286,6.156581369,5.382551446,4.470108696,0,0,0,0.00191,0,0.002703,0.586504,0.010793,0.189004,0.028602,0.178512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
155,40.704586,-74.014267,8.001299149,1,6.075912957,6.05110095,5.795119399,5.364906833,0,0,0,0.04141,0,0.002051,0.469762,0.047508,0.315121,0.092387,0.00291,0.00125,0,0,0,0.000324,0.00018,0.018777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0
